           * /home/bhawarth/esim-workspace/smart_lock/smart_lock.cir
           Transient Analysis  Sat Mar  5 20:24:16  2022
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
Index   time            v3#branch       
--------------------------------------------------------------------------------
1215	3.003286e+01	0.000000e+00	
1216	3.006563e+01	0.000000e+00	
1217	3.013116e+01	0.000000e+00	
1218	3.023116e+01	0.000000e+00	
1219	3.033116e+01	0.000000e+00	
1220	3.043116e+01	0.000000e+00	
1221	3.053116e+01	0.000000e+00	
1222	3.063116e+01	0.000000e+00	
1223	3.073116e+01	0.000000e+00	
1224	3.083116e+01	0.000000e+00	
1225	3.093116e+01	0.000000e+00	
1226	3.100010e+01	0.000000e+00	
1227	3.100011e+01	0.000000e+00	
1228	3.100013e+01	0.000000e+00	
1229	3.100017e+01	0.000000e+00	
1230	3.100020e+01	0.000000e+00	
1231	3.100021e+01	0.000000e+00	
1232	3.100022e+01	0.000000e+00	
1233	3.100026e+01	0.000000e+00	
1234	3.100032e+01	0.000000e+00	
1235	3.100045e+01	0.000000e+00	
1236	3.100070e+01	0.000000e+00	
1237	3.100122e+01	0.000000e+00	
1238	3.100224e+01	0.000000e+00	
1239	3.100429e+01	0.000000e+00	
1240	3.100838e+01	0.000000e+00	
1241	3.101658e+01	0.000000e+00	
1242	3.103296e+01	0.000000e+00	
1243	3.106573e+01	0.000000e+00	
1244	3.113126e+01	0.000000e+00	
1245	3.123126e+01	0.000000e+00	
1246	3.133126e+01	0.000000e+00	
1247	3.143126e+01	0.000000e+00	
1248	3.150000e+01	0.000000e+00	
1249	3.150000e+01	0.000000e+00	
1250	3.150000e+01	0.000000e+00	
1251	3.150000e+01	0.000000e+00	
1252	3.150000e+01	0.000000e+00	
1253	3.150000e+01	0.000000e+00	
1254	3.150000e+01	0.000000e+00	
1255	3.150000e+01	0.000000e+00	
1256	3.150000e+01	0.000000e+00	
1257	3.150000e+01	0.000000e+00	
1258	3.150000e+01	0.000000e+00	
1259	3.150000e+01	0.000000e+00	
1260	3.150000e+01	0.000000e+00	
1261	3.150000e+01	0.000000e+00	
1262	3.150001e+01	0.000000e+00	
1263	3.150002e+01	0.000000e+00	
1264	3.150003e+01	0.000000e+00	
1265	3.150007e+01	0.000000e+00	
1266	3.150013e+01	0.000000e+00	
1267	3.150026e+01	0.000000e+00	
1268	3.150052e+01	0.000000e+00	
1269	3.150105e+01	0.000000e+00	
1270	3.150210e+01	0.000000e+00	
1271	3.150419e+01	0.000000e+00	
1272	3.150839e+01	0.000000e+00	

Index   time            v3#branch       
--------------------------------------------------------------------------------
1273	3.151678e+01	0.000000e+00	
1274	3.153355e+01	0.000000e+00	
1275	3.156711e+01	0.000000e+00	
1276	3.163422e+01	0.000000e+00	
1277	3.173422e+01	0.000000e+00	
1278	3.183422e+01	0.000000e+00	
1279	3.193422e+01	0.000000e+00	
1280	3.200000e+01	0.000000e+00	
1281	3.200001e+01	0.000000e+00	
1282	3.200003e+01	0.000000e+00	
1283	3.200007e+01	0.000000e+00	
1284	3.200010e+01	0.000000e+00	
1285	3.200011e+01	0.000000e+00	
1286	3.200012e+01	0.000000e+00	
1287	3.200016e+01	0.000000e+00	
1288	3.200022e+01	0.000000e+00	
1289	3.200035e+01	0.000000e+00	
1290	3.200060e+01	0.000000e+00	
1291	3.200112e+01	0.000000e+00	
1292	3.200214e+01	0.000000e+00	
1293	3.200419e+01	0.000000e+00	
1294	3.200828e+01	0.000000e+00	
1295	3.201648e+01	0.000000e+00	
1296	3.203286e+01	0.000000e+00	
1297	3.206563e+01	0.000000e+00	
1298	3.213116e+01	0.000000e+00	
1299	3.223116e+01	0.000000e+00	
1300	3.233116e+01	0.000000e+00	
1301	3.243116e+01	0.000000e+00	
1302	3.253116e+01	0.000000e+00	
1303	3.263116e+01	0.000000e+00	
1304	3.273116e+01	0.000000e+00	
1305	3.283116e+01	0.000000e+00	
1306	3.293116e+01	0.000000e+00	
1307	3.300010e+01	0.000000e+00	
1308	3.300011e+01	0.000000e+00	
1309	3.300013e+01	0.000000e+00	
1310	3.300017e+01	0.000000e+00	
1311	3.300020e+01	0.000000e+00	
1312	3.300021e+01	0.000000e+00	
1313	3.300022e+01	0.000000e+00	
1314	3.300026e+01	0.000000e+00	
1315	3.300032e+01	0.000000e+00	
1316	3.300045e+01	0.000000e+00	
1317	3.300070e+01	0.000000e+00	
1318	3.300122e+01	0.000000e+00	
1319	3.300224e+01	0.000000e+00	
1320	3.300429e+01	0.000000e+00	
1321	3.300838e+01	0.000000e+00	
1322	3.301658e+01	0.000000e+00	
1323	3.303296e+01	0.000000e+00	
1324	3.306573e+01	0.000000e+00	
1325	3.313126e+01	0.000000e+00	
1326	3.323126e+01	0.000000e+00	
1327	3.333126e+01	0.000000e+00	
1328	3.343126e+01	0.000000e+00	
1329	3.350000e+01	0.000000e+00	
1330	3.350000e+01	0.000000e+00	

Index   time            v3#branch       
--------------------------------------------------------------------------------
1331	3.350000e+01	0.000000e+00	
1332	3.350000e+01	0.000000e+00	
1333	3.350000e+01	0.000000e+00	
1334	3.350000e+01	0.000000e+00	
1335	3.350000e+01	0.000000e+00	
1336	3.350000e+01	0.000000e+00	
1337	3.350000e+01	0.000000e+00	
1338	3.350000e+01	0.000000e+00	
1339	3.350000e+01	0.000000e+00	
1340	3.350000e+01	0.000000e+00	
1341	3.350000e+01	0.000000e+00	
1342	3.350000e+01	0.000000e+00	
1343	3.350001e+01	0.000000e+00	
1344	3.350002e+01	0.000000e+00	
1345	3.350003e+01	0.000000e+00	
1346	3.350007e+01	0.000000e+00	
1347	3.350013e+01	0.000000e+00	
1348	3.350026e+01	0.000000e+00	
1349	3.350052e+01	0.000000e+00	
1350	3.350105e+01	0.000000e+00	
1351	3.350210e+01	0.000000e+00	
1352	3.350419e+01	0.000000e+00	
1353	3.350839e+01	0.000000e+00	
1354	3.351678e+01	0.000000e+00	
1355	3.353355e+01	0.000000e+00	
1356	3.356711e+01	0.000000e+00	
1357	3.363422e+01	0.000000e+00	
1358	3.373422e+01	0.000000e+00	
1359	3.383422e+01	0.000000e+00	
1360	3.393422e+01	0.000000e+00	
1361	3.400000e+01	0.000000e+00	
1362	3.400001e+01	0.000000e+00	
1363	3.400003e+01	0.000000e+00	
1364	3.400007e+01	0.000000e+00	
1365	3.400007e+01	0.000000e+00	
1366	3.400007e+01	0.000000e+00	
1367	3.400007e+01	0.000000e+00	
1368	3.400007e+01	0.000000e+00	
1369	3.400007e+01	0.000000e+00	
1370	3.400007e+01	0.000000e+00	
1371	3.400007e+01	0.000000e+00	
1372	3.400007e+01	0.000000e+00	
1373	3.400007e+01	0.000000e+00	
1374	3.400007e+01	0.000000e+00	
1375	3.400007e+01	0.000000e+00	
1376	3.400007e+01	0.000000e+00	
1377	3.400007e+01	0.000000e+00	
1378	3.400007e+01	0.000000e+00	
1379	3.400007e+01	0.000000e+00	
1380	3.400007e+01	0.000000e+00	
1381	3.400007e+01	0.000000e+00	
1382	3.400007e+01	0.000000e+00	
1383	3.400007e+01	0.000000e+00	
1384	3.400007e+01	0.000000e+00	
1385	3.400008e+01	0.000000e+00	
1386	3.400008e+01	0.000000e+00	
1387	3.400009e+01	0.000000e+00	
1388	3.400010e+01	0.000000e+00	

Index   time            v3#branch       
--------------------------------------------------------------------------------
1389	3.400010e+01	0.000000e+00	
1390	3.400011e+01	0.000000e+00	
1391	3.400011e+01	0.000000e+00	
1392	3.400013e+01	0.000000e+00	
1393	3.400017e+01	0.000000e+00	
1394	3.400023e+01	0.000000e+00	
1395	3.400037e+01	0.000000e+00	
1396	3.400063e+01	0.000000e+00	
1397	3.400117e+01	0.000000e+00	
1398	3.400225e+01	0.000000e+00	
1399	3.400439e+01	0.000000e+00	
1400	3.400869e+01	0.000000e+00	
1401	3.401728e+01	0.000000e+00	
1402	3.403446e+01	0.000000e+00	
1403	3.406882e+01	0.000000e+00	
1404	3.413754e+01	0.000000e+00	
1405	3.423754e+01	0.000000e+00	
1406	3.433754e+01	0.000000e+00	
1407	3.443754e+01	0.000000e+00	
1408	3.453754e+01	0.000000e+00	
1409	3.463754e+01	0.000000e+00	
1410	3.473754e+01	0.000000e+00	
1411	3.483754e+01	0.000000e+00	
1412	3.493754e+01	0.000000e+00	
1413	3.500010e+01	0.000000e+00	
1414	3.500011e+01	0.000000e+00	
1415	3.500013e+01	0.000000e+00	
1416	3.500017e+01	0.000000e+00	
1417	3.500020e+01	0.000000e+00	
1418	3.500021e+01	0.000000e+00	
1419	3.500022e+01	0.000000e+00	
1420	3.500026e+01	0.000000e+00	
1421	3.500032e+01	0.000000e+00	
1422	3.500045e+01	0.000000e+00	
1423	3.500070e+01	0.000000e+00	
1424	3.500122e+01	0.000000e+00	
1425	3.500224e+01	0.000000e+00	
1426	3.500429e+01	0.000000e+00	
1427	3.500838e+01	0.000000e+00	
1428	3.501658e+01	0.000000e+00	
1429	3.503296e+01	0.000000e+00	
1430	3.506573e+01	0.000000e+00	
1431	3.513126e+01	0.000000e+00	
1432	3.523126e+01	0.000000e+00	
1433	3.533126e+01	0.000000e+00	
1434	3.543126e+01	0.000000e+00	
1435	3.553126e+01	0.000000e+00	
1436	3.563126e+01	0.000000e+00	
1437	3.573126e+01	0.000000e+00	
1438	3.583126e+01	0.000000e+00	
1439	3.593126e+01	0.000000e+00	
1440	3.600000e+01	0.000000e+00	
1441	3.600000e+01	0.000000e+00	
1442	3.600000e+01	0.000000e+00	
1443	3.600000e+01	0.000000e+00	
1444	3.600000e+01	0.000000e+00	
1445	3.600000e+01	0.000000e+00	
1446	3.600000e+01	0.000000e+00	

Index   time            v3#branch       
--------------------------------------------------------------------------------
1447	3.600000e+01	0.000000e+00	
1448	3.600000e+01	0.000000e+00	
1449	3.600000e+01	0.000000e+00	
1450	3.600000e+01	0.000000e+00	
1451	3.600000e+01	0.000000e+00	
1452	3.600000e+01	0.000000e+00	
1453	3.600000e+01	0.000000e+00	
1454	3.600001e+01	0.000000e+00	
1455	3.600002e+01	0.000000e+00	
1456	3.600003e+01	0.000000e+00	
1457	3.600007e+01	0.000000e+00	
1458	3.600007e+01	0.000000e+00	
1459	3.600007e+01	0.000000e+00	
1460	3.600007e+01	0.000000e+00	
1461	3.600007e+01	0.000000e+00	
1462	3.600007e+01	0.000000e+00	
1463	3.600007e+01	0.000000e+00	
1464	3.600007e+01	0.000000e+00	
1465	3.600007e+01	0.000000e+00	
1466	3.600007e+01	0.000000e+00	
1467	3.600007e+01	0.000000e+00	
1468	3.600007e+01	0.000000e+00	
1469	3.600007e+01	0.000000e+00	
1470	3.600007e+01	0.000000e+00	
1471	3.600007e+01	0.000000e+00	
1472	3.600007e+01	0.000000e+00	
1473	3.600007e+01	0.000000e+00	
1474	3.600007e+01	0.000000e+00	
1475	3.600007e+01	0.000000e+00	
1476	3.600007e+01	0.000000e+00	
1477	3.600007e+01	0.000000e+00	
1478	3.600007e+01	0.000000e+00	
1479	3.600008e+01	0.000000e+00	
1480	3.600009e+01	0.000000e+00	
1481	3.600010e+01	0.000000e+00	
1482	3.600010e+01	0.000000e+00	
1483	3.600011e+01	0.000000e+00	
1484	3.600011e+01	0.000000e+00	
1485	3.600013e+01	0.000000e+00	
1486	3.600017e+01	0.000000e+00	
1487	3.600023e+01	0.000000e+00	
1488	3.600037e+01	0.000000e+00	
1489	3.600063e+01	0.000000e+00	
1490	3.600117e+01	0.000000e+00	
1491	3.600225e+01	0.000000e+00	
1492	3.600439e+01	0.000000e+00	
1493	3.600869e+01	0.000000e+00	
1494	3.601728e+01	0.000000e+00	
1495	3.603446e+01	0.000000e+00	
1496	3.606882e+01	0.000000e+00	
1497	3.613754e+01	0.000000e+00	
1498	3.623754e+01	0.000000e+00	
1499	3.633754e+01	0.000000e+00	
1500	3.643754e+01	0.000000e+00	
1501	3.653754e+01	0.000000e+00	
1502	3.663754e+01	0.000000e+00	
1503	3.673754e+01	0.000000e+00	
1504	3.683754e+01	0.000000e+00	

Index   time            v3#branch       
--------------------------------------------------------------------------------
1505	3.693754e+01	0.000000e+00	
1506	3.700010e+01	0.000000e+00	
1507	3.700011e+01	0.000000e+00	
1508	3.700013e+01	0.000000e+00	
1509	3.700017e+01	0.000000e+00	
1510	3.700020e+01	0.000000e+00	
1511	3.700021e+01	0.000000e+00	
1512	3.700022e+01	0.000000e+00	
1513	3.700026e+01	0.000000e+00	
1514	3.700032e+01	0.000000e+00	
1515	3.700045e+01	0.000000e+00	
1516	3.700070e+01	0.000000e+00	
1517	3.700122e+01	0.000000e+00	
1518	3.700224e+01	0.000000e+00	
1519	3.700429e+01	0.000000e+00	
1520	3.700838e+01	0.000000e+00	
1521	3.701658e+01	0.000000e+00	
1522	3.703296e+01	0.000000e+00	
1523	3.706573e+01	0.000000e+00	
1524	3.713126e+01	0.000000e+00	
1525	3.723126e+01	0.000000e+00	
1526	3.733126e+01	0.000000e+00	
1527	3.743126e+01	0.000000e+00	
1528	3.753126e+01	0.000000e+00	
1529	3.763126e+01	0.000000e+00	
1530	3.773126e+01	0.000000e+00	
1531	3.783126e+01	0.000000e+00	
1532	3.793126e+01	0.000000e+00	
1533	3.800000e+01	0.000000e+00	
1534	3.800000e+01	0.000000e+00	
1535	3.800000e+01	0.000000e+00	
1536	3.800000e+01	0.000000e+00	
1537	3.800000e+01	0.000000e+00	
1538	3.800000e+01	0.000000e+00	
1539	3.800000e+01	0.000000e+00	
1540	3.800000e+01	0.000000e+00	
1541	3.800000e+01	0.000000e+00	
1542	3.800000e+01	0.000000e+00	
1543	3.800000e+01	0.000000e+00	
1544	3.800000e+01	0.000000e+00	
1545	3.800000e+01	0.000000e+00	
1546	3.800000e+01	0.000000e+00	
1547	3.800000e+01	0.000000e+00	
1548	3.800000e+01	0.000000e+00	
1549	3.800000e+01	0.000000e+00	
1550	3.800000e+01	0.000000e+00	
1551	3.800001e+01	0.000000e+00	
1552	3.800001e+01	0.000000e+00	
1553	3.800003e+01	0.000000e+00	
1554	3.800005e+01	0.000000e+00	
1555	3.800010e+01	0.000000e+00	
1556	3.800011e+01	0.000000e+00	
1557	3.800012e+01	0.000000e+00	
1558	3.800014e+01	0.000000e+00	
1559	3.800018e+01	0.000000e+00	
1560	3.800026e+01	0.000000e+00	
1561	3.800043e+01	0.000000e+00	
1562	3.800077e+01	0.000000e+00	

Index   time            v3#branch       
--------------------------------------------------------------------------------
1563	3.800144e+01	0.000000e+00	
1564	3.800278e+01	0.000000e+00	
1565	3.800546e+01	0.000000e+00	
1566	3.801083e+01	0.000000e+00	
1567	3.802157e+01	0.000000e+00	
1568	3.804304e+01	0.000000e+00	
1569	3.808599e+01	0.000000e+00	
1570	3.817189e+01	0.000000e+00	
1571	3.827189e+01	0.000000e+00	
1572	3.837189e+01	0.000000e+00	
1573	3.847189e+01	0.000000e+00	
1574	3.857189e+01	0.000000e+00	
1575	3.867189e+01	0.000000e+00	
1576	3.877189e+01	0.000000e+00	
1577	3.887189e+01	0.000000e+00	
1578	3.897189e+01	0.000000e+00	
1579	3.900010e+01	0.000000e+00	
1580	3.900011e+01	0.000000e+00	
1581	3.900013e+01	0.000000e+00	
1582	3.900017e+01	0.000000e+00	
1583	3.900020e+01	0.000000e+00	
1584	3.900021e+01	0.000000e+00	
1585	3.900022e+01	0.000000e+00	
1586	3.900026e+01	0.000000e+00	
1587	3.900032e+01	0.000000e+00	
1588	3.900045e+01	0.000000e+00	
1589	3.900070e+01	0.000000e+00	
1590	3.900122e+01	0.000000e+00	
1591	3.900224e+01	0.000000e+00	
1592	3.900429e+01	0.000000e+00	
1593	3.900838e+01	0.000000e+00	
1594	3.901658e+01	0.000000e+00	
1595	3.903296e+01	0.000000e+00	
1596	3.906573e+01	0.000000e+00	
1597	3.913126e+01	0.000000e+00	
1598	3.923126e+01	0.000000e+00	
1599	3.933126e+01	0.000000e+00	
1600	3.943126e+01	0.000000e+00	
1601	3.953126e+01	0.000000e+00	
1602	3.963126e+01	0.000000e+00	
1603	3.973126e+01	0.000000e+00	
1604	3.983126e+01	0.000000e+00	
1605	3.993126e+01	0.000000e+00	
1606	4.000000e+01	0.000000e+00	
